clave_conceptual,termino_preferido_provisional,variantes,numero_variantes,apariciones,capas,fuentes_distintas,fuentes,tipos_evidencia,definiciones_explicitas,estado_10_3,canonizado,mef_dic_id
0.x,0.x,0.x,1,3,ENG,1,ENG-014,CODIGO_INLINE,0,BAJA_SEÑAL,NO,NO_ASIGNADO
0.x chao,0.x Chaos,0.x Chaos,1,1,ENG,1,ENG-014,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
0.x semantic,0.x Semantics,0.x Semantics,1,1,ENG,1,ENG-014,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
02-ingenieria,02-INGENIERIA,02-INGENIERIA,1,4,ENG,2,ENG-085;ENG-100,CODIGO_INLINE,0,BAJA_SEÑAL,NO,NO_ASIGNADO
197a. frontera normativa discovery vs resolution,197A. Frontera normativa Discovery vs Resolution,197A. Frontera normativa Discovery vs Resolution,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
200 ok,200 OK,200 OK,1,2,ENG,2,ENG-044;ENG-061,CODIGO_INLINE;ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
201 created,201 Created,201 Created,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
202 accepted,202 Accepted,202 Accepted,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
204 no content,204 No Content,204 No Content,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
209a. frontera normativa resolution vs discovery,209A. Frontera normativa Resolution vs Discovery,209A. Frontera normativa Resolution vs Discovery,1,1,ENG,1,ENG-059,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
260a. frontera normativa extension vs plugin,260A. Frontera normativa Extension vs Plugin,260A. Frontera normativa Extension vs Plugin,1,1,ENG,1,ENG-060,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
2pc,2PC,2PC,1,1,ENG,1,ENG-042,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
2pc cost,2PC Costs,2PC Costs,1,1,ENG,1,ENG-042,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
2pc default,2PC Default,2PC Default,1,1,ENG,1,ENG-042,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
2xx,2xx,2xx,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
3xx,3xx,3xx,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
400 bad request,400 Bad Request,400 Bad Request,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
401 unauthorized,401 Unauthorized,401 Unauthorized,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
403 forbidden,403 Forbidden,403 Forbidden,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
403 vs 404,403 vs 404,403 vs 404,1,1,ENG,1,ENG-046,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
404 not found,404 Not Found,404 Not Found,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
405 method not allowed,405 Method Not Allowed,405 Method Not Allowed,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
409 conflict,409 Conflict,409 Conflict,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
412 precondition failed,412 Precondition Failed,412 Precondition Failed,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
415 unsupported media type,415 Unsupported Media Type,415 Unsupported Media Type,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
422 unprocessable content,422 Unprocessable Content,422 Unprocessable Content,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
429 too many request,429 Too Many Requests,429 Too Many Requests,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
500 internal server error,500 Internal Server Error,500 Internal Server Error,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
503 service unavailable,503 Service Unavailable,503 Service Unavailable,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
5xx,5xx,5xx,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
a b benchmark,A/B Benchmark,A/B Benchmark,1,1,ENG,1,ENG-026,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
a trust b,A trusts B,A trusts B,1,1,ENG,1,ENG-085,CODIGO_INLINE,0,BAJA_SEÑAL,NO,NO_ASIGNADO
a trust c,A trusts C,A trusts C,1,1,ENG,1,ENG-085,CODIGO_INLINE,0,BAJA_SEÑAL,NO,NO_ASIGNADO
aba mitigation,ABA Mitigation,ABA Mitigation,1,1,ENG,1,ENG-038,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
aba problem,ABA Problem,ABA Problem,1,1,ENG,1,ENG-038,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
abac,ABAC,ABAC,1,2,ENG,2,ENG-024;ENG-046,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
abac example,ABAC Example,ABAC Example,1,1,ENG,1,ENG-046,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
abac test,ABAC Test,ABAC Test,1,1,ENG,1,ENG-046,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
abandoned query,Abandoned Query,Abandoned Query,1,1,ENG,1,ENG-043,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
abbreviation explosion,Abbreviation Explosion,Abbreviation Explosion,1,1,ENG,1,ENG-005,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
abort restore,Abort ≠ Restore,Abort ≠ Restore,1,1,ENG,1,ENG-066,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
abort rollback,Abort ≠ Rollback,Abort ≠ Rollback,1,1,ENG,1,ENG-067,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
abreviatura,Abreviaturas,Abreviaturas,1,1,ENG,1,ENG-005,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
abrupt termination,Abrupt Termination,Abrupt Termination,1,1,ENG,1,ENG-027,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
abrupt termination test,Abrupt Termination Test,Abrupt Termination Test,1,1,ENG,1,ENG-077,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
absolute timeout,Absolute Timeout,Absolute Timeout,1,1,ENG,1,ENG-045,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
abstraction does not automatically fix architecture,Abstraction Does Not Automatically Fix Architecture,Abstraction Does Not Automatically Fix Architecture,1,1,ENG,1,ENG-018,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
abstraction maintainability automatically,Abstraction ≠ Maintainability Automatically,Abstraction ≠ Maintainability Automatically,1,1,ENG,1,ENG-075,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
abuse detection,Abuse Detection,Abuse Detection,1,1,ENG,1,ENG-036,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
abuse protection,Abuse Protection,Abuse Protection,1,1,ENG,1,ENG-044,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accept with warning,Accept With Warning,Accept With Warning,1,1,ENG,1,ENG-080,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accepted load,Accepted Load,Accepted Load,1,1,ENG,1,ENG-070,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
acceso a api interna,acceso a API interna,acceso a API interna,1,1,ENG,1,ENG-004,TABLA_COLUMNA_PRINCIPAL,0,BAJA_SEÑAL,NO,NO_ASIGNADO
acceso entre modul,Acceso entre Modules,Acceso entre Modules,1,1,ENG,1,ENG-001,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access administration manager,Access Administration Manager,Access Administration Manager,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access assignment,Access Assignment,Access Assignment,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access certification,Access Certification,Access Certification,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access control,Access Control,Access Control,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access decision context,Access Decision Context,Access Decision Context,1,1,ENG,1,ENG-081,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access denied example,Access Denied Example,Access Denied Example,1,1,ENG,1,ENG-046,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access diff,Access Diff,Access Diff,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access expiration,Access Expiration,Access Expiration,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access expiration test,Access Expiration Test,Access Expiration Test,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access governance,Access Governance,Access Governance,1,1,ENG,1,ENG-081,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access governance authorization engine,Access Governance ≠ Authorization Engine,Access Governance ≠ Authorization Engine,1,1,ENG,1,ENG-081,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access governance test,Access Governance Test,Access Governance Test,1,1,ENG,1,ENG-081,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access graph,Access Graph,Access Graph,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access point,Access Point,Access Point,1,1,ENG,1,ENG-086,DEFINICION_EXPLICITA,1,BAJA_SEÑAL,NO,NO_ASIGNADO
access policy,Access Policy,Access Policy,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access provenance,Access Provenance,Access Provenance,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access request,Access Request,Access Request,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access request definition,Access Request Definition,Access Request Definition,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access request stat,Access Request States,Access Request States,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access request state machine,Access Request State Machine,Access Request State Machine,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access request test,Access Request Test,Access Request Test,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access response,Access Response,Access Response,1,1,ENG,1,ENG-082,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access review,Access Review,Access Review,1,2,ENG,2,ENG-047;ENG-081,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access revocation first,Access Revocation First,Access Revocation First,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access right engineering,Access Right Engineering,Access Right Engineering,1,1,ENG,1,ENG-082,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access token,Access Token,Access Token,1,1,ENG,1,ENG-045,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access token lifetime,Access Token Lifetime,Access Token Lifetime,1,1,ENG,1,ENG-045,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
access token test,Access Token Test,Access Token Test,1,1,ENG,1,ENG-045,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accidental combining,Accidental Combining,Accidental Combining,1,1,ENG,1,ENG-051,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accidental complexity,Accidental Complexity,Accidental Complexity,1,1,ENG,1,ENG-075,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accidental deletion recovery,Accidental Deletion Recovery,Accidental Deletion Recovery,1,1,ENG,1,ENG-076,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accidental deletion test,Accidental Deletion Test,Accidental Deletion Test,1,1,ENG,1,ENG-076,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accidental ordering,Accidental Ordering,Accidental Ordering,1,2,ENG,2,ENG-051;ENG-059,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accidental precedence,Accidental Precedence,Accidental Precedence,1,1,ENG,1,ENG-049,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accion comun,Acciones Comunes,Acciones Comunes,1,1,ENG,1,ENG-007,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
account,Account,Account,1,2,ENG,1,ENG-047,CODIGO_INLINE;ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
account activation,Account Activation,Account Activation,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
account deletion,Account Deletion,Account Deletion,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
account enumeration,Account Enumeration,Account Enumeration,1,1,ENG,1,ENG-045,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
account example,Account Example,Account Example,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
account identifier,Account Identifier,Account Identifier,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
account lockout,Account Lockout,Account Lockout,1,1,ENG,1,ENG-045,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
account state,Account State,Account State,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
account state machine,Account State Machine,Account State Machine,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
account state machine test,Account State Machine Test,Account State Machine Test,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accountability,Accountability,Accountability,1,2,ENG,2,ENG-024;ENG-081,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accuracy,Accuracy,Accuracy,1,3,ENG,2,ENG-079;ENG-080,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
accuracy confidence,Accuracy Confidence,Accuracy Confidence,1,1,ENG,1,ENG-080,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accuracy example,Accuracy Example,Accuracy Example,1,1,ENG,1,ENG-080,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accuracy precision,Accuracy ≠ Precision,Accuracy ≠ Precision,1,1,ENG,1,ENG-080,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accuracy reference,Accuracy Reference,Accuracy Reference,1,1,ENG,1,ENG-080,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accuracy requir reference,Accuracy Requires Reference,Accuracy Requires Reference,1,1,ENG,1,ENG-080,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accuracy test,Accuracy Test,Accuracy Test,1,1,ENG,1,ENG-080,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accuracy verification,Accuracy Verification,Accuracy Verification,1,1,ENG,1,ENG-079,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
accurate data can still be unethical,Accurate Data Can Still Be Unethical,Accurate Data Can Still Be Unethical,1,1,ENG,1,ENG-084,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
acid,ACID,ACID,1,1,ENG,1,ENG-042,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
ack,ACK,ACK,1,2,ENG,2,ENG-032;ENG-041,CODIGO_INLINE,0,BAJA_SEÑAL,NO,NO_ASIGNADO
ack after effect,ACK After Effect,ACK After Effect,1,1,ENG,1,ENG-040,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
ack after effect without idempotency,ACK After Effect Without Idempotency,ACK After Effect Without Idempotency,1,2,ENG,2,ENG-040;ENG-041,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
ack after processing,ACK After Processing,ACK After Processing,1,1,ENG,1,ENG-041,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
ack before durable effect,ACK Before Durable Effect,ACK Before Durable Effect,1,1,ENG,1,ENG-041,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
ack before effect,ACK Before Effect,ACK Before Effect,1,2,ENG,1,ENG-040,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
ack before processing,ACK Before Processing,ACK Before Processing,1,1,ENG,1,ENG-041,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
ack business completion,ACK ≠ Business Completion,ACK ≠ Business Completion,1,1,ENG,1,ENG-032,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
ack chain semantic,ACK Chain Semantics,ACK Chain Semantics,1,1,ENG,1,ENG-077,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
ack equal completed,ACK Equals Completed,ACK Equals Completed,1,1,ENG,1,ENG-032,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
ack failure test,ACK Failure Test,ACK Failure Test,1,1,ENG,1,ENG-041,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
ack semantic,ACK Semantics,ACK Semantics,1,1,ENG,1,ENG-077,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
ack timing,ACK Timing,ACK Timing,1,2,ENG,2,ENG-040;ENG-041,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
ack-before-commit hazard,Ack-before-Commit Hazard,Ack-before-Commit Hazard,1,1,ENG,1,ENG-077,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
acknowledgement,Acknowledgement,Acknowledgement,1,5,ENG,4,ENG-032;ENG-041;ENG-077;ENG-087,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
acl purpose,ACL Purpose,ACL Purpose,1,1,ENG,1,ENG-035,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
acoplamiento,Acoplamiento,Acoplamiento,1,1,ENG,1,ENG-001,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
acoplamiento de dato,Acoplamiento de Datos,Acoplamiento de Datos,1,1,ENG,1,ENG-002,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
acoplamiento entre modul,Acoplamiento entre Modules,Acoplamiento entre Modules,1,1,ENG,1,ENG-001,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
acoplamiento oculto,Acoplamiento oculto,Acoplamiento oculto,1,1,ARQ,1,ARQ-004,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
acoplamiento tecnologico,Acoplamiento tecnológico,Acoplamiento tecnológico,1,1,ENG,1,ENG-000,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
acquisition cancellation,Acquisition Cancellation,Acquisition Cancellation,1,1,ENG,1,ENG-054,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
acquisition result,Acquisition Result,Acquisition Result,1,1,ENG,1,ENG-054,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
acquisition test,Acquisition Test,Acquisition Test,1,1,ENG,1,ENG-054,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
acquisition timeout,Acquisition Timeout,Acquisition Timeout,1,1,ENG,1,ENG-054,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
acquisition validation,Acquisition Validation,Acquisition Validation,1,1,ENG,1,ENG-054,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
acquisition without release,Acquisition without Release,Acquisition without Release,1,1,ENG,1,ENG-054,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
acronimo en identificador,Acrónimos en Identificadores,Acrónimos en Identificadores,1,1,ENG,1,ENG-005,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
action,Action,Action,1,4,ENG,2,ENG-015;ENG-046,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
action contract,Action Contract,Action Contract,1,1,ENG,1,ENG-052,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
action idempotency,Action Idempotency,Action Idempotency,1,1,ENG,1,ENG-052,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
action naming,Action Naming,Action Naming,1,1,ENG,1,ENG-046,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
action result,Action Result,Action Result,1,1,ENG,1,ENG-052,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
action side effect,Action Side Effects,Action Side Effects,1,1,ENG,1,ENG-052,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
action step,Action Step,Action Step,1,1,ENG,1,ENG-052,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
action test,Action Test,Action Test,1,1,ENG,1,ENG-052,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activacion,Activación,Activación,1,1,ENG,1,ENG-002,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activate,Activate,Activate,1,2,ENG,2,ENG-027;ENG-067,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activating,ACTIVATING,ACTIVATING,1,1,ENG,1,ENG-027,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation,Activation,Activation,1,4,ENG,3,ENG-027;ENG-028;ENG-055,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
activation atomicity,Activation Atomicity,Activation Atomicity,1,1,ENG,1,ENG-060,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation atomicity test,Activation Atomicity Test,Activation Atomicity Test,1,1,ENG,1,ENG-060,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation benchmark,Activation Benchmark,Activation Benchmark,1,1,ENG,1,ENG-028,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation compatibility,Activation Compatibility,Activation Compatibility,1,1,ENG,1,ENG-016,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation context,Activation Context,Activation Context,1,1,ENG,1,ENG-027,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation dependency,Activation Dependency,Activation Dependency,1,1,ENG,1,ENG-026,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation exposure,Activation ≠ Exposure,Activation ≠ Exposure,1,1,ENG,1,ENG-067,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation failure,Activation Failure,Activation Failure,1,5,ENG,3,ENG-027;ENG-028;ENG-029,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
activation failure test,Activation Failure Test,Activation Failure Test,1,2,ENG,2,ENG-027;ENG-028,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation gate,Activation Gate,Activation Gate,1,2,ENG,1,ENG-016,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation guard,Activation Guard,Activation Guard,1,1,ENG,1,ENG-019,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation hook,Activation Hook,Activation Hook,1,2,ENG,2,ENG-027;ENG-028,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation isolation,Activation Isolation,Activation Isolation,1,1,ENG,1,ENG-027,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation order,Activation Order,Activation Order,1,1,ENG,1,ENG-027,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation ordering,Activation Ordering,Activation Ordering,1,1,ENG,1,ENG-015,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation precondition,Activation Preconditions,Activation Preconditions,1,3,ENG,3,ENG-028;ENG-047;ENG-060,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
activation rollback,Activation Rollback,Activation Rollback,1,2,ENG,2,ENG-027;ENG-028,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation side effect,Activation Side Effects,Activation Side Effects,1,1,ENG,1,ENG-055,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation stack,Activation Stack,Activation Stack,1,1,ENG,1,ENG-027,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
activation validation,Activation Validation,Activation Validation,1,1,ENG,1,ENG-028,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
active,Active,ACTIVE; Active,2,15,ENG,9,ENG-015;ENG-016;ENG-018;ENG-019;ENG-020;ENG-027;ENG-028;ENG-047;ENG-049,CODIGO_INLINE;ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
active + passive,Active + Passive,Active + Passive,1,1,ENG,1,ENG-069,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
active before ready,Active Before Ready,Active Before Ready,1,1,ENG,1,ENG-027,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
active expiration,Active Expiration,Active Expiration,1,1,ENG,1,ENG-037,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
active health,Active Health,Active Health,1,1,ENG,1,ENG-069,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
active policy,Active Policy,Active Policy,1,1,ENG,1,ENG-051,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
active record,Active Record,Active Record,1,2,ENG,2,ENG-030;ENG-043,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
active record restriction,Active Record Restriction,Active Record Restriction,1,1,ENG,1,ENG-043,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
