clave_conceptual,termino_preferido_provisional,variantes,numero_variantes,apariciones,capas,fuentes_distintas,fuentes,tipos_evidencia,definiciones_explicitas,estado_10_3,canonizado,mef_dic_id
direct migration,Direct Migration,Direct Migration,1,1,ENG,1,ENG-062,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
direct module dependency,Direct Module Dependency,Direct Module Dependency,1,1,ENG,1,ENG-028,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
direct mutation,Direct Mutation,Direct Mutation,1,1,ENG,1,ENG-053,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
direct object graph,Direct Object Graph,Direct Object Graph,1,1,ENG,1,ENG-035,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
direct role assignment,Direct Role Assignment,Direct Role Assignment,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
direct state mutation,Direct State Mutation,Direct State Mutation,1,1,ENG,1,ENG-015,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
direct subscriber coupling,Direct Subscriber Coupling,Direct Subscriber Coupling,1,1,ENG,1,ENG-022,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
direct system time,Direct System Time,Direct System Time,1,1,ENG,1,ENG-034,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
direct upgrade,Direct Upgrade,Direct Upgrade,1,1,ENG,1,ENG-066,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
direct upgrade test,Direct Upgrade Test,Direct Upgrade Test,1,1,ENG,1,ENG-066,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
direct vs transitive,Direct vs Transitive,Direct vs Transitive,1,1,ENG,1,ENG-013,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directional compatibility,Directional Compatibility,Directional Compatibility,1,1,ENG,1,ENG-016,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directorio,Directorios,Directorios,1,1,ENG,1,ENG-005,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directorio config,Directorio /config,Directorio /config,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directorio docs,Directorio /docs,Directorio /docs,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directorio exampl,Directorio /examples,Directorio /examples,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directorio extension,Directorio /extensions,Directorio /extensions,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directorio generico,Directorios Genéricos,Directorios Genéricos,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directorio modul,Directorio /modules,Directorio /modules,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directorio packag,Directorio /packages,Directorio /packages,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directorio resourc,Directorio /resources,Directorio /resources,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directorio src,Directorio /src,Directorio /src,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directorio support,Directorio Support,Directorio Support,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directorio templat,Directorio /templates,Directorio /templates,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directorio test,Directorio /tests,Directorio /tests,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directorio tool,Directorio /tools,Directorio /tools,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directorio vacio,Directorios Vacíos,Directorios Vacíos,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directorio var,Directorio /var,Directorio /var,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directory connector,Directory Connector,Directory Connector,1,2,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directory explosion,Directory Explosion,Directory Explosion,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directory read,Directory Read,Directory Read,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directory source of truth automatically,Directory ≠ Source of Truth Automatically,Directory ≠ Source of Truth Automatically,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
directory write,Directory Write,Directory Write,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
dirty read,Dirty Read,Dirty Read,1,3,ENG,3,ENG-038;ENG-042;ENG-078,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
dirty working tree,Dirty Working Tree,Dirty Working Tree,1,1,ENG,1,ENG-017,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disable without revocation,Disable without Revocation,Disable without Revocation,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disabled,DISABLED,DISABLED; Disabled,2,3,ENG,2,ENG-015;ENG-047,CODIGO_INLINE;ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disabled cache semantic,Disabled Cache Semantics,Disabled Cache Semantics,1,1,ENG,1,ENG-037,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disabled tls validation,Disabled TLS Validation,Disabled TLS Validation,1,1,ENG,1,ENG-032,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disablement,Disablement,Disablement,1,1,ENG,1,ENG-047,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disaster,Disaster,Disaster,1,1,ENG,1,ENG-076,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disaster declaration,Disaster Declaration,Disaster Declaration,1,1,ENG,1,ENG-076,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disaster declaration test,Disaster Declaration Test,Disaster Declaration Test,1,1,ENG,1,ENG-076,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disaster recovery,Disaster Recovery,Disaster Recovery,1,1,ENG,1,ENG-076,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disaster recovery capacity,Disaster Recovery Capacity,Disaster Recovery Capacity,1,1,ENG,1,ENG-071,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discard,DISCARD,DISCARD,1,1,ENG,1,ENG-040,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discoverability y documentation,Discoverability y Documentation,Discoverability y Documentation,1,1,ENG,1,ENG-086,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discoverable,Discoverable,Discoverable,1,1,ENG,1,ENG-093,CODIGO_INLINE,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovered,Discovered,Discovered,1,2,ENG,2,ENG-015;ENG-028,ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovered asset,Discovered Asset,Discovered Asset,1,1,ENG,1,ENG-081,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovered resource,Discovered Resource,Discovered Resource,1,1,ENG,1,ENG-083,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovered source,Discovered Source,Discovered Source,1,1,ENG,1,ENG-085,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery,Discovery,Discovery,1,7,ENG,4,ENG-020;ENG-028;ENG-029;ENG-058,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
discovery activation,Discovery ≠ Activation,Discovery ≠ Activation,1,1,ENG,1,ENG-060,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery and build,Discovery and Build,Discovery and Build,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery and caching,Discovery and Caching,Discovery and Caching,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery and compatibility,Discovery and Compatibility,Discovery and Compatibility,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery and configuration,Discovery and Configuration,Discovery and Configuration,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery and container,Discovery and Container,Discovery and Container,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery and context,Discovery and Context,Discovery and Context,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery and featur,Discovery and Features,Discovery and Features,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery and metadata,Discovery and Metadata,Discovery and Metadata,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery and modul,Discovery and Modules,Discovery and Modules,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery and policy,Discovery and Policy,Discovery and Policy,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery and registry,Discovery and Registry,Discovery and Registry,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery and resilience,Discovery and Resilience,Discovery and Resilience,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery and runtime,Discovery and Runtime,Discovery and Runtime,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery and security,Discovery and Security,Discovery and Security,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery audit,Discovery Audit,Discovery Audit,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery boundary,Discovery Boundary,Discovery Boundary,1,1,ENG,1,ENG-091,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery cache,Discovery Cache,Discovery Cache,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery cancellation,Discovery Cancellation,Discovery Cancellation,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery candidate,Discovery Candidate,Discovery Candidate,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery candidate definition,Discovery Candidate Definition,Discovery Candidate Definition,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery classification,Discovery ≠ Classification,Discovery & Classification; Discovery ≠ Classification,2,2,ENG,2,ENG-091;ENG-094,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery classification integration,Discovery & Classification Integration,Discovery & Classification Integration,1,2,ENG,2,ENG-090;ENG-093,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery complexity,Discovery Complexity,Discovery Complexity,1,1,ENG,1,ENG-020,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery conflict,Discovery Conflict,Discovery Conflict,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery constraint,Discovery Constraint,Discovery Constraint,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery contract,Discovery Contract,Discovery Contract,1,1,ENG,1,ENG-091,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery dependency graph,Discovery Dependency Graph,Discovery Dependency Graph,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery dependency injection,Discovery ≠ Dependency Injection,Discovery ≠ Dependency Injection,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery descriptor,Discovery Descriptor,Discovery Descriptor,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery determinism,Discovery Determinism,Discovery Determinism,1,3,ENG,3,ENG-020;ENG-057;ENG-058,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
discovery diagnose,discovery:diagnose,discovery:diagnose,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery diagnostic,Discovery Diagnostics,Discovery Diagnostics,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery does not activate,Discovery Does Not Activate,Discovery Does Not Activate,1,1,ENG,1,ENG-029,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery does not execute business logic,Discovery Does Not Execute Business Logic,Discovery Does Not Execute Business Logic,1,1,ENG,1,ENG-028,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery does not instantiate,Discovery Does Not Instantiate,Discovery Does Not Instantiate,1,1,ENG,1,ENG-020,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery dos,Discovery DoS,Discovery DoS,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery engine,Discovery Engine,Discovery Engine,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery engineering,Discovery Engineering,Discovery Engineering,1,4,ENG,2,ENG-057;ENG-058,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
discovery example,Discovery Example,Discovery Example,1,1,ENG,1,ENG-006,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery execut code,Discovery Executes Code,Discovery Executes Code,1,1,ENG,1,ENG-028,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery failure,Discovery Failure,Discovery Failure,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery filter,Discovery Filter,Discovery Filter,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery find,discovery:find,discovery:find,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery generation,Discovery Generation,Discovery Generation,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery governance approval,Discovery ≠ Governance Approval,Discovery ≠ Governance Approval,1,1,ENG,1,ENG-081,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery identity,Discovery Identity,Discovery Identity,1,1,ENG,1,ENG-091,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery index,Discovery Index,Discovery Index; discovery:index,2,2,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery injection,Discovery Injection,Discovery Injection,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery integration,Discovery Integration,Discovery Integration,1,2,ENG,2,ENG-061;ENG-088,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery invalidation,Discovery Invalidation,Discovery Invalidation,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery list,discovery:list,discovery:list,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery logs,Discovery Logs,Discovery Logs,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery metadata,Discovery ≠ Metadata,Discovery ≠ Metadata,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery observability,Discovery Observability,Discovery Observability,1,2,ENG,2,ENG-058;ENG-091,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery order dependency,Discovery Order Dependency,Discovery Order Dependency,1,1,ENG,1,ENG-055,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery order test,Discovery Order Test,Discovery Order Test,1,1,ENG,1,ENG-057,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery ordering,Discovery Ordering,Discovery Ordering,1,2,ENG,2,ENG-020;ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery pipeline,Discovery Pipeline,Discovery Pipeline,1,1,ENG,1,ENG-020,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery policy,Discovery Policy,Discovery Policy,1,1,ENG,1,ENG-091,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery provider,Discovery Provider,Discovery Provider; discovery:providers,2,2,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery query,Discovery Query,Discovery Query,1,1,ENG,1,ENG-020,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery ranking,Discovery Ranking,Discovery Ranking,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery refresh,Discovery Refresh,Discovery Refresh; discovery:refresh,2,2,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery registration,Discovery ≠ Registration,Discovery ≠ Registration,1,1,ENG,1,ENG-062,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery registry,Discovery ≠ Registry,Discovery ≠ Registry,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery removal,Discovery Removal,Discovery Removal,1,1,ENG,1,ENG-067,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery request,Discovery Request,Discovery Request,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery resolution,Discovery ≠ Resolution,Discovery ≠ Resolution,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery result,Discovery Result,Discovery Result,1,2,ENG,2,ENG-058;ENG-091,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery retention,Discovery Retention,Discovery Retention,1,1,ENG,1,ENG-091,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery root,Discovery Roots,Discovery Roots,1,1,ENG,1,ENG-020,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery run,Discovery Run,Discovery Run,1,1,ENG,1,ENG-091,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery runtime,Discovery Runtime,Discovery Runtime,1,1,ENG,1,ENG-091,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery scalability,Discovery Scalability,Discovery Scalability,1,1,ENG,1,ENG-072,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery scan,Discovery Scan,Discovery Scan,1,1,ENG,1,ENG-091,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery scope,Discovery Scope,Discovery Scope,1,2,ENG,2,ENG-058;ENG-091,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery security,Discovery Security,Discovery Security,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery selection,Discovery Selection,Discovery Selection,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery selector,Discovery Selector,Discovery Selector,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery service locator,Discovery ≠ Service Locator,Discovery ≠ Service Locator,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery side effect,Discovery Side Effects,Discovery Side Effects,1,1,ENG,1,ENG-020,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery sin ejecucion,Discovery sin Ejecución,Discovery sin Ejecución,1,1,ENG,1,ENG-003,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery snapshot,Discovery Snapshot,Discovery Snapshot,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery sourc,Discovery Sources,Discovery Sources; discovery:sources,2,6,ENG,6,ENG-029;ENG-057;ENG-058;ENG-060;ENG-062;ENG-063,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
discovery source,Discovery Source,Discovery Source,1,3,ENG,2,ENG-058;ENG-091,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
discovery source definition,Discovery Source Definition,Discovery Source Definition,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery source y target,Discovery Source y Target,Discovery Source y Target,1,1,ENG,1,ENG-091,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery strategy,Discovery Strategy,Discovery Strategy,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery target,Discovery Target,Discovery Target,1,3,ENG,2,ENG-058;ENG-091,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
discovery test,Discovery Test,Discovery Test,1,1,ENG,1,ENG-062,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery timeout,Discovery Timeout,Discovery Timeout,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery trace,Discovery Trace,Discovery Trace,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery trust,Discovery Trust,Discovery Trust,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery trust establishment,Discovery ≠ Trust Establishment,Discovery ≠ Trust Establishment,1,1,ENG,1,ENG-085,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery validate,discovery:validate,discovery:validate,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery validation,Discovery Validation,Discovery Validation,1,1,ENG,1,ENG-058,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discovery vs resolution,Discovery vs Resolution,Discovery vs Resolution,1,1,ENG,1,ENG-020,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discriminator,Discriminator,Discriminator,1,1,ENG,1,ENG-031,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
discriminator is data,Discriminator Is Data,Discriminator Is Data,1,1,ENG,1,ENG-031,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disk buffer,Disk Buffer,Disk Buffer,1,1,ENG,1,ENG-025,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disk full,Disk Full,Disk Full,1,1,ENG,1,ENG-023,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disk resource,Disk Resource,Disk Resource,1,1,ENG,1,ENG-054,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disparate impact,Disparate Impact,Disparate Impact,1,1,ENG,1,ENG-084,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
dispatch,Dispatch,Dispatch,1,2,ENG,1,ENG-022,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
dispatch mode,Dispatch Modes,Dispatch Modes,1,1,ENG,1,ENG-022,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
dispatch overhead,Dispatch Overhead,Dispatch Overhead,1,1,ENG,1,ENG-034,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
dispatch strategy,Dispatch Strategy,Dispatch Strategy,1,1,ENG,1,ENG-022,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
display name,Display Name,Display Name,1,1,ENG,1,ENG-024,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disponibilidad de una biblioteca no,disponibilidad de una biblioteca no,disponibilidad de una biblioteca no,1,1,ENG,1,ENG-001,DEFINICION_EXPLICITA,1,BAJA_SEÑAL,NO,NO_ASIGNADO
disposable service,Disposable Service,Disposable Service,1,1,ENG,1,ENG-019,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disposal,Disposal,Disposal,1,2,ENG,2,ENG-018;ENG-055,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disposal attestation,Disposal Attestation,Disposal Attestation,1,1,ENG,1,ENG-092,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disposal decision,Disposal Decision,Disposal Decision,1,1,ENG,1,ENG-092,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disposal determina que hacer cuando data,Disposal determina qué hacer cuando Data,Disposal determina qué hacer cuando Data,1,1,ENG,1,ENG-092,DEFINICION_EXPLICITA,1,BAJA_SEÑAL,NO,NO_ASIGNADO
disposal eligibility,Disposal Eligibility,Disposal Eligibility,1,1,ENG,1,ENG-092,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disposal evidence,Disposal Evidence,Disposal Evidence,1,1,ENG,1,ENG-092,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disposal execution,Disposal Execution,Disposal Execution,1,1,ENG,1,ENG-092,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disposal failure,Disposal Failure,Disposal Failure,1,1,ENG,1,ENG-019,ENCABEZADO,0,BAJA_SEÑAL,NO,NO_ASIGNADO
disposal idempotency,Disposal Idempotency,Disposal Idempotency,1,3,ENG,3,ENG-053;ENG-055;ENG-092,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
