clave_conceptual,termino_preferido_provisional,variantes,numero_variantes,apariciones,capas,fuentes_distintas,fuentes,tipos_evidencia,definiciones_explicitas,estado_10_3,canonizado,mef_dic_id
resume,Resume,Resume,1,5,ENG,5,ENG-040;ENG-055;ENG-064;ENG-065;ENG-094,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
resume test,Resume Test,Resume Test,1,3,ENG,3,ENG-052;ENG-064;ENG-065,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
resume validation,Resume Validation,Resume Validation,1,5,ENG,5,ENG-052;ENG-055;ENG-064;ENG-065;ENG-067,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
retention,Retention,Retention,1,6,ENG,6,ENG-010;ENG-030;ENG-053;ENG-077;ENG-090;ENG-094,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
retention test,Retention Test,Retention Test,1,3,ENG,3,ENG-077;ENG-081;ENG-082,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
retry,Retry,Retry,1,19,ENG,16,ENG-015;ENG-022;ENG-030;ENG-032;ENG-034;ENG-036;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-044;ENG-064;ENG-067;ENG-088;ENG-094,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
retry amplification,Retry Amplification,Retry Amplification,1,5,ENG,4,ENG-032;ENG-039;ENG-070;ENG-074,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
retry backoff,Retry Backoff,Retry Backoff,1,3,ENG,3,ENG-026;ENG-042;ENG-064,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
retry budget,Retry Budget,Retry Budget,1,6,ENG,5,ENG-027;ENG-032;ENG-038;ENG-039;ENG-071,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
retry classification,Retry Classification,Retry Classification,1,3,ENG,3,ENG-040;ENG-041;ENG-061,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
retry everything,Retry Everything,Retry Everything,1,3,ENG,3,ENG-015;ENG-023;ENG-039,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
retry exhausted,Retry Exhausted,Retry Exhausted,1,4,ENG,4,ENG-022;ENG-032;ENG-039;ENG-040,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
retry limit,Retry Limit,Retry Limit,1,5,ENG,5,ENG-022;ENG-032;ENG-039;ENG-042;ENG-064,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
retry metric,Retry Metrics,Retry Metrics,1,4,ENG,4,ENG-039;ENG-040;ENG-041;ENG-042,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
retry ownership,Retry Ownership,Retry Ownership,1,3,ENG,3,ENG-032;ENG-034;ENG-039,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
retry policy,Retry Policy,Retry Policy,1,5,ENG,5,ENG-015;ENG-022;ENG-027;ENG-039;ENG-052,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
retry safety,Retry Safety,Retry Safety,1,6,ENG,6,ENG-022;ENG-023;ENG-027;ENG-030;ENG-038;ENG-052,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
retry storm,Retry Storm,Retry Storm,1,10,ENG,7,ENG-026;ENG-030;ENG-032;ENG-038;ENG-039;ENG-041;ENG-054,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
retry test,Retry Test,Retry Test,1,8,ENG,8,ENG-022;ENG-032;ENG-039;ENG-040;ENG-042;ENG-052;ENG-061;ENG-064,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
retry-after,Retry-After,Retry-After,1,3,ENG,3,ENG-032;ENG-039;ENG-044,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
revocation,Revocation,Revocation,1,3,ENG,3,ENG-017;ENG-045;ENG-046,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
riesgo,Riesgos,Riesgos,1,93,ENG,93,ENG-001;ENG-002;ENG-003;ENG-004;ENG-005;ENG-006;ENG-007;ENG-008;ENG-009;ENG-010;ENG-011;ENG-012;ENG-013;ENG-014;ENG-015;ENG-016;ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025;ENG-026;ENG-027;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-082;ENG-083;ENG-084;ENG-085;ENG-086;ENG-087;ENG-088;ENG-090;ENG-091;ENG-092;ENG-093;ENG-094;ENG-100,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
riesgo arquitectonico,Riesgos Arquitectónicos,Riesgos Arquitectónicos; Riesgos arquitectónicos,2,6,ARQ,6,ARQ-004;ARQ-010;ARQ-011;ARQ-012;ARQ-013;ARQ-017,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
role,Role,Role; Roles,2,3,ENG,2,ENG-024;ENG-046,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
rollback,Rollback,Rollback,1,7,ENG,7,ENG-013;ENG-017;ENG-030;ENG-037;ENG-042;ENG-075;ENG-076,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
rollback compatibility,Rollback Compatibility,Rollback Compatibility,1,3,ENG,3,ENG-017;ENG-060;ENG-066,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
rollback test,Rollback Test,Rollback Test,1,7,ENG,7,ENG-027;ENG-029;ENG-042;ENG-055;ENG-065;ENG-066;ENG-067,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
rollforward,Rollforward,Rollforward,1,4,ENG,4,ENG-066;ENG-067;ENG-075;ENG-076,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
rolling deployment,Rolling Deployment,Rolling Deployment,1,5,ENG,5,ENG-037;ENG-040;ENG-041;ENG-067;ENG-073,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
root cause,Root Cause,Root Cause,1,4,ENG,4,ENG-023;ENG-075;ENG-080;ENG-083,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
round-trip test,Round-Trip Test,Round-Trip Test,1,4,ENG,3,ENG-031;ENG-061;ENG-063,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
row-level security,Row-Level Security,Row-Level Security,1,4,ENG,4,ENG-042;ENG-043;ENG-046;ENG-048,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
rule ordering,Rule Ordering,Rule Ordering,1,3,ENG,3,ENG-016;ENG-036;ENG-050,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
running,Running,RUNNING; Running,2,6,ENG,3,ENG-015;ENG-040;ENG-055,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
runtime,Runtime,Runtime,1,3,ENG,2,ENG-003;ENG-027,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
runtime compatibility,Runtime Compatibility,Runtime Compatibility,1,4,ENG,3,ENG-014;ENG-016;ENG-066,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
runtime diagnostic,Runtime Diagnostics,Runtime Diagnostics; runtime diagnostics,2,4,ENG,2,ENG-027;ENG-049,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
runtime health,Runtime Health,Runtime Health; runtime health,2,4,ENG,2,ENG-019;ENG-027,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
runtime integration,Runtime Integration,Runtime Integration,1,20,ENG,20,ENG-019;ENG-020;ENG-022;ENG-025;ENG-030;ENG-032;ENG-034;ENG-037;ENG-039;ENG-040;ENG-042;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-067;ENG-068,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
runtime lifecycle,Runtime Lifecycle,Runtime Lifecycle,1,3,ENG,3,ENG-027;ENG-029;ENG-055,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
runtime readiness,Runtime Readiness,Runtime Readiness,1,3,ENG,3,ENG-030;ENG-034;ENG-073,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
runtime shutdown,Runtime Shutdown,Runtime Shutdown,1,4,ENG,4,ENG-025;ENG-030;ENG-034;ENG-055,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
runtime state,Runtime State,Runtime State,1,2,ENG,2,ENG-027;ENG-049,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
runtime upgrade,Runtime Upgrade,Runtime Upgrade,1,3,ENG,2,ENG-027;ENG-066,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
saga,Saga,Saga,1,3,ENG,3,ENG-041;ENG-042;ENG-052,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
sale,Sales,Sales,1,1,ARQ,1,ARQ-004,CODIGO_INLINE,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
sampling,Sampling,Sampling,1,3,ENG,3,ENG-010;ENG-025;ENG-079,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
saturation,Saturation,Saturation,1,5,ENG,4,ENG-026;ENG-039;ENG-069;ENG-070,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
savepoint,Savepoint,Savepoint; Savepoints,2,3,ENG,2,ENG-030;ENG-042,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
sbom,SBOM,SBOM,1,3,ENG,3,ENG-012;ENG-017;ENG-024,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
scalability,Scalability,Scalability,1,6,ENG,3,ENG-026;ENG-071;ENG-072,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,3,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
scalability engineering,Scalability Engineering,Scalability Engineering,1,3,ENG,1,ENG-072,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
scalability test,Scalability Test,Scalability Test; scalability:test,2,4,ENG,3,ENG-026;ENG-070;ENG-072,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
scaling efficiency,Scaling Efficiency,Scaling Efficiency,1,3,ENG,3,ENG-070;ENG-071;ENG-072,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
scheduling background jobs engineering,Scheduling & Background Jobs Engineering,Scheduling & Background Jobs Engineering,1,3,ENG,2,ENG-039;ENG-040,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
scheduling integration,Scheduling Integration,Scheduling Integration,1,10,ENG,10,ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-054;ENG-055;ENG-071,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
schema,Schema,Schema; schema,2,12,ENG,6,ENG-003;ENG-030;ENG-031;ENG-041;ENG-062;ENG-063,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,3,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
schema compatibility,Schema Compatibility,Schema Compatibility; schema compatibility; schema:compatibility,3,7,ENG,5,ENG-016;ENG-030;ENG-031;ENG-062;ENG-076,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
schema diff,Schema Diff,Schema Diff; schema:diff,2,4,ENG,3,ENG-014;ENG-017;ENG-062,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
schema drift,Schema Drift,Schema Drift,1,3,ENG,2,ENG-031;ENG-079,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
schema engineering,Schema Engineering,Schema Engineering,1,6,ENG,3,ENG-061;ENG-062;ENG-080,DEFINICION_EXPLICITA;ENCABEZADO;TERMINO_DESTACADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
schema evolution,Schema Evolution,Schema Evolution,1,7,ENG,7,ENG-021;ENG-022;ENG-025;ENG-041;ENG-062;ENG-082;ENG-088,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
schema integration,Schema Integration,Schema Integration,1,5,ENG,5,ENG-064;ENG-065;ENG-090;ENG-091;ENG-094,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
schema list,schema list,schema list; schema:list,2,3,ENG,2,ENG-031;ENG-062,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
schema ownership,Schema Ownership,Schema Ownership,1,4,ENG,4,ENG-028;ENG-030;ENG-031;ENG-062,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
schema registry,Schema Registry,Schema Registry,1,4,ENG,4,ENG-031;ENG-041;ENG-049;ENG-062,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
schema test,Schema Test,Schema Test,1,4,ENG,4,ENG-031;ENG-036;ENG-049;ENG-057,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
schema validate,schema validate,schema validate; schema:validate,2,3,ENG,2,ENG-031;ENG-062,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
schema validation,Schema Validation,Schema Validation,1,6,ENG,6,ENG-022;ENG-031;ENG-036;ENG-044;ENG-057;ENG-062,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
schema version,Schema Version,Schema Version; schema:versions,2,11,ENG,10,ENG-003;ENG-010;ENG-011;ENG-020;ENG-030;ENG-031;ENG-036;ENG-041;ENG-057;ENG-062,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
scope leakage,Scope Leakage,Scope Leakage,1,3,ENG,2,ENG-053;ENG-054,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
scope lifetime,Scope ≠ Lifetime,Scope ≠ Lifetime,1,3,ENG,3,ENG-053;ENG-054;ENG-056,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
scope test,Scope Test,Scope Test; Scope Tests,2,4,ENG,4,ENG-019;ENG-053;ENG-056;ENG-059,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
second phase,Second Phase,Second Phase,1,57,ENG,57,ENG-026;ENG-028;ENG-029;ENG-030;ENG-031;ENG-032;ENG-034;ENG-035;ENG-036;ENG-037;ENG-038;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-044;ENG-045;ENG-046;ENG-047;ENG-048;ENG-049;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-070;ENG-071;ENG-072;ENG-073;ENG-074;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-083;ENG-084;ENG-085,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
secret,Secrets,Secrets,1,7,ENG,7,ENG-007;ENG-011;ENG-017;ENG-024;ENG-030;ENG-032;ENG-037,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
secret access,Secret Access,Secret Access,1,4,ENG,4,ENG-029;ENG-045;ENG-048;ENG-060,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
secret leakage,Secret Leakage,Secret Leakage,1,7,ENG,7,ENG-007;ENG-010;ENG-011;ENG-012;ENG-013;ENG-017;ENG-048,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
secret lifetime,Secret Lifetime,Secret Lifetime,1,3,ENG,3,ENG-011;ENG-024;ENG-027,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
secret logging,Secret Logging,Secret Logging,1,3,ENG,3,ENG-024;ENG-048;ENG-049,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
secret provider,Secret Provider,Secret Provider,1,3,ENG,3,ENG-011;ENG-024;ENG-049,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
secret resolution,Secret Resolution,Secret Resolution,1,3,ENG,3,ENG-011;ENG-027;ENG-049,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
secret rotation,Secret Rotation,Secret Rotation,1,3,ENG,3,ENG-024;ENG-049;ENG-061,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
secure default,Secure Defaults,Secure Defaults,1,3,ENG,3,ENG-008;ENG-011;ENG-024,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
security,Security,SECURITY; Security,2,23,ENG,23,ENG-007;ENG-008;ENG-014;ENG-018;ENG-020;ENG-022;ENG-031;ENG-034;ENG-035;ENG-039;ENG-040;ENG-041;ENG-042;ENG-043;ENG-045;ENG-047;ENG-054;ENG-086;ENG-088;ENG-091;ENG-092;ENG-093;ENG-094,ENCABEZADO;TABLA_COLUMNA_PRINCIPAL,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
security architecture,Security Architecture,Security Architecture,1,3,ENG,3,ENG-029;ENG-031;ENG-032,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
security boundary,Security Boundary,Security Boundaries; Security Boundary,2,3,ENG,3,ENG-006;ENG-015;ENG-060,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
security capability,security capabilities,Security Capability; security capabilities,2,3,ENG,2,ENG-024;ENG-028,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
security context,Security Context,Security Context,1,5,ENG,5,ENG-024;ENG-028;ENG-037;ENG-038;ENG-056,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
security exception,Security Exception,Security Exception,1,3,ENG,3,ENG-014;ENG-017;ENG-024,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
security failure,Security Failure,Security Failure,1,3,ENG,2,ENG-027;ENG-039,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
security gate,Security Gate,Security Gate,1,3,ENG,3,ENG-012;ENG-017;ENG-066,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
security integration,Security Integration,Security Integration,1,6,ENG,6,ENG-019;ENG-023;ENG-025;ENG-026;ENG-028;ENG-048,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
security review,Security Review,Security Review,1,3,ENG,3,ENG-021;ENG-024;ENG-045,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
security test,Security Test,Security Test; Security Tests,2,41,ENG,41,ENG-009;ENG-011;ENG-013;ENG-020;ENG-022;ENG-027;ENG-028;ENG-029;ENG-030;ENG-032;ENG-041;ENG-050;ENG-051;ENG-052;ENG-053;ENG-054;ENG-055;ENG-056;ENG-057;ENG-058;ENG-059;ENG-060;ENG-061;ENG-062;ENG-063;ENG-064;ENG-065;ENG-066;ENG-067;ENG-068;ENG-069;ENG-071;ENG-072;ENG-075;ENG-076;ENG-077;ENG-078;ENG-079;ENG-080;ENG-081;ENG-085,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
security validation,Security Validation,Security Validation,1,5,ENG,5,ENG-027;ENG-028;ENG-036;ENG-049;ENG-051,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
segunda fase,Segunda Fase,Segunda Fase,1,9,ENG,9,ENG-017;ENG-018;ENG-019;ENG-020;ENG-021;ENG-022;ENG-023;ENG-024;ENG-025,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
seguridad,Seguridad,Seguridad,1,3,ARQ;ENG,3,ARQ-004;ENG-002;ENG-003,ENCABEZADO,0,CANDIDATO_CON_AUTORIDAD,NO,NO_ASIGNADO
self-approval,Self-Approval,Self-Approval,1,3,ENG,2,ENG-046;ENG-047,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
semantic compatibility,Semantic Compatibility,Semantic Compatibility,1,4,ENG,4,ENG-016;ENG-021;ENG-031;ENG-061,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
sender,Sender,Sender,1,2,ENG,1,ENG-087,CODIGO_INLINE;DEFINICION_EXPLICITA,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
sensitive audit,Sensitive Audit,Sensitive Audit,1,5,ENG,5,ENG-030;ENG-051;ENG-052;ENG-053;ENG-059,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
sensitive configuration,Sensitive Configuration,Sensitive Configuration,1,3,ENG,3,ENG-019;ENG-049;ENG-066,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
sensitive context,Sensitive Context,Sensitive Context,1,3,ENG,3,ENG-015;ENG-050;ENG-052,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
sensitive data,Sensitive Data,Sensitive Data,1,9,ENG,8,ENG-018;ENG-021;ENG-023;ENG-030;ENG-036;ENG-039;ENG-064;ENG-065,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
sensitive explain,Sensitive Explain,Sensitive Explain,1,3,ENG,3,ENG-050;ENG-051;ENG-059,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
sensitive metadata,Sensitive Metadata,Sensitive Metadata,1,5,ENG,5,ENG-011;ENG-020;ENG-032;ENG-057;ENG-062,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
separation of duty,Separation of Duties,Separation of Duties,1,6,ENG,6,ENG-017;ENG-046;ENG-076;ENG-081;ENG-083;ENG-084,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
serialization,Serialization,Serialization,1,9,ENG,6,ENG-019;ENG-020;ENG-026;ENG-030;ENG-031;ENG-041,CODIGO_INLINE;DEFINICION_EXPLICITA;ENCABEZADO,2,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
serialization test,Serialization Test,Serialization Test; Serialization Tests,2,4,ENG,4,ENG-020;ENG-053;ENG-056;ENG-057,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
serializer,Serializer,Serializer; Serializers,2,3,ENG,2,ENG-005;ENG-031,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
service container,Service Container,Service Container,1,8,ENG,6,ENG-018;ENG-019;ENG-038;ENG-039;ENG-040;ENG-041,DEFINICION_EXPLICITA;ENCABEZADO;TERMINO_DESTACADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
service container integration,Service Container Integration,Service Container Integration,1,3,ENG,3,ENG-020;ENG-042;ENG-054,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
session fixation,Session Fixation,Session Fixation,1,4,ENG,3,ENG-024;ENG-045;ENG-053,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
severity,Severity,Severity; severity,2,5,ENG,4,ENG-009;ENG-023;ENG-036;ENG-083,CODIGO_INLINE;ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
shared credential,Shared Credential,Shared Credential,1,3,ENG,3,ENG-030;ENG-045;ENG-068,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
shared database,Shared Database,Shared Database,1,4,ENG,4,ENG-028;ENG-043;ENG-048;ENG-072,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
shared kernel,Shared Kernel,Shared Kernel,1,3,ENG,2,ENG-001;ENG-035,ENCABEZADO;TERMINO_DESTACADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
shared state,Shared State,Shared State,1,5,ENG,5,ENG-009;ENG-026;ENG-038;ENG-053;ENG-072,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
shutdown,Shutdown,Shutdown,1,12,ENG,11,ENG-022;ENG-027;ENG-032;ENG-037;ENG-040;ENG-054;ENG-055;ENG-056;ENG-060;ENG-061;ENG-069,DEFINICION_EXPLICITA;ENCABEZADO,1,CANDIDATO_ENG_DEFINIDO,NO,NO_ASIGNADO
shutdown deadline,Shutdown Deadline,Shutdown Deadline,1,3,ENG,3,ENG-027;ENG-040;ENG-055,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
shutdown ordering,Shutdown Ordering,Shutdown Ordering,1,3,ENG,3,ENG-015;ENG-055;ENG-060,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
shutdown test,Shutdown Test,Shutdown Test,1,3,ENG,3,ENG-027;ENG-040;ENG-077,ENCABEZADO,0,CANDIDATO_ENG_REPETIDO,NO,NO_ASIGNADO
